Date,AGG,GLD,IWM,QQQ,SPY,TLT,VTI
2023-11-28,87.99425506591797,189.25999450683594,173.37741088867188,384.95587158203125,442.1622619628906,82.99724578857422,218.62661743164062
2023-11-29,88.42456817626953,189.5399932861328,174.2928009033203,384.5809326171875,441.85113525390625,84.04058074951172,218.7236785888672
2023-11-30,88.131591796875,188.75,174.95498657226562,383.6141052246094,443.5909729003906,83.06980895996094,219.6263885498047
2023-12-01,88.90653228759766,192.00999450683594,180.0674591064453,384.7091979980469,446.2152404785156,84.63436126708984,221.4804229736328
2023-12-04,88.5667953491211,187.86000061035156,181.99563598632812,381.1377868652344,443.8728942871094,84.29761505126953,220.68446350097656
2023-12-05,89.1544189453125,187.14999389648438,179.5611114501953,382.0947570800781,443.7853698730469,86.10877227783203,220.25733947753906
2023-12-06,89.38397216796875,187.83999633789062,179.23973083496094,379.884765625,441.9970397949219,87.25556182861328,219.32546997070312
2023-12-07,89.41151428222656,188.14999389648438,180.534912109375,385.1926574707031,445.36962890625,86.7549819946289,221.08242797851562
2023-12-08,88.96160888671875,185.63999938964844,181.90802001953125,386.9093017578125,447.28436279296875,86.0450668334961,222.14047241210938
2023-12-11,88.97079467773438,183.58999633789062,182.2877655029297,390.21441650390625,449.0241394042969,85.86302947998047,223.05288696289062
2023-12-12,89.23707580566406,183.49000549316406,182.1027374267578,393.3221740722656,451.07489013671875,86.11790466308594,223.89739990234375
2023-12-13,90.35724639892578,187.6300048828125,188.2669677734375,398.3240966796875,457.2952575683594,88.1384048461914,227.37245178222656
2023-12-14,91.08649444580078,188.72999572753906,193.50608825683594,397.97882080078125,458.7629089355469,90.43116760253906,228.72171020507812
2023-12-15,90.8747329711914,187.0,191.87982177734375,399.9026184082031,458.0075378417969,90.53158569335938,228.41107177734375
2023-12-18,90.69055938720703,187.85000610351562,191.94798278808594,402.4214782714844,460.5838623046875,89.81025695800781,229.4011688232422
2023-12-19,90.80107116699219,189.1300048828125,195.66795349121094,404.4776916503906,463.3846130371094,90.29418182373047,231.0804443359375
2023-12-20,91.1325454711914,188.10000610351562,191.84051513671875,398.4672546386719,456.96337890625,90.90594482421875,227.634521484375
2023-12-21,91.12333679199219,189.42999267578125,195.10496520996094,403.10357666015625,461.2962646484375,90.33073425292969,230.15158081054688
2023-12-22,91.00363159179688,190.27000427246094,196.92291259765625,403.70660400390625,462.22332763671875,89.91980743408203,230.67800903320312
2023-12-26,91.18779754638672,191.72000122070312,199.483642578125,406.17803955078125,464.175048828125,90.17549896240234,231.81857299804688
2023-12-27,91.76789855957031,192.58999633789062,200.1873779296875,407.0048522949219,465.0142822265625,91.77337646484375,232.25723266601562
2023-12-28,91.56534576416016,191.47000122070312,199.4250030517578,406.8070068359375,465.19000244140625,91.1068115234375,232.1402587890625
2023-12-29,91.39037322998047,191.1699981689453,196.17031860351562,405.04644775390625,463.8432922363281,90.28504943847656,231.25318908691406
2024-01-02,90.95761108398438,190.72000122070312,195.00726318359375,398.192138671875,461.2474670410156,89.76461029052734,229.7031707763672
